itag	length	all	up	down
Solyc04g080240.2.1	5193	0	0	0
Solyc04g080260.2.1	1326	0	0	0
Solyc04g080270.2.1	3180	0	0	0
Solyc04g080280.2.1	270	0	0	0
Solyc04g080290.2.1	864	0	0	0
Solyc04g080300.2.1	921	0	0	0
Solyc04g080310.1.1	261	0	0	0
Solyc04g080340.2.1	1992	0	0	0
Solyc04g080350.2.1	756	0	0	0
Solyc04g080360.2.1	2337	0	0	0
Solyc04g080370.2.1	1326	0	0	0
Solyc04g080380.2.1	63	0	0	0
Solyc04g080390.2.1	681	0	0	0
Solyc04g080430.2.1	1938	0	0	0
Solyc04g080440.2.1	615	0	0	0
Solyc04g080450.1.1	1554	0	0	0
Solyc04g080460.2.1	1461	0	0	0
Solyc04g080470.2.1	981	0	0	0
Solyc04g080480.1.1	1938	0	0	0
Solyc04g080490.2.1	873	0	0	0
Solyc04g080570.2.1	822	0	0	0
Solyc04g080580.2.1	1131	0	0	0
Solyc04g080590.2.1	891	0	0	0
Solyc04g080600.2.1	4536	0	0	0
Solyc04g080610.2.1	1125	0	0	0
Solyc04g080630.2.1	390	0	0	0
Solyc04g080670.2.1	1146	1	0	1
Solyc04g080680.2.1	1113	0	0	0
Solyc04g080700.2.1	774	0	0	0
Solyc04g080710.2.1	1218	0	0	0
Solyc04g080720.2.1	1380	0	0	0
Solyc04g080730.2.1	1119	0	0	0
Solyc04g080740.1.1	444	0	0	0
Solyc04g080750.2.1	690	0	0	0
Solyc04g080770.2.1	1644	0	0	0
Solyc04g080780.2.1	1203	1	1	0
Solyc04g080790.2.1	1986	0	0	0
Solyc04g080800.2.1	1107	1	0	1
Solyc04g080810.2.1	486	0	0	0
Solyc04g080830.2.1	2841	0	0	0
Solyc04g080850.2.1	372	0	0	0
Solyc04g080870.1.1	261	0	0	0
Solyc04g080880.2.1	2538	0	0	0
Solyc04g080900.2.1	2046	0	0	0
Solyc04g080930.2.1	1194	0	0	0
Solyc04g080940.2.1	1158	0	0	0
Solyc04g080950.2.1	786	0	0	0
Solyc04g080960.2.1	1092	0	0	0
Solyc04g080970.2.1	1119	1	1	0
Solyc04g080980.2.1	3657	0	0	0
Solyc04g081030.2.1	1554	0	0	0
Solyc04g081050.1.1	2409	0	0	0
Solyc04g081060.2.1	2781	0	0	0
Solyc04g081070.2.1	2460	0	0	0
Solyc04g081080.1.1	3411	0	0	0
Solyc04g081090.2.1	498	0	0	0
Solyc04g081100.2.1	6237	0	0	0
Solyc04g081150.2.1	411	0	0	0
Solyc04g081160.2.1	336	0	0	0
Solyc04g081170.2.1	972	0	0	0
Solyc04g081190.2.1	1335	0	0	0
Solyc04g081200.2.1	1581	0	0	0
Solyc04g081210.2.1	2589	0	0	0
Solyc04g081220.2.1	387	0	0	0
Solyc04g081230.2.1	1599	0	0	0
Solyc04g081240.2.1	2793	0	0	0
Solyc04g081250.1.1	450	0	0	0
Solyc04g081260.2.1	2991	1	0	1
Solyc04g081280.2.1	3330	0	0	0
Solyc04g081300.2.1	1560	0	0	0
Solyc04g081310.2.1	819	0	0	0
Solyc04g081320.2.1	480	0	0	0
Solyc04g081330.2.1	633	0	0	0
Solyc04g081340.2.1	831	0	0	0
Solyc04g081350.2.1	1194	0	0	0
Solyc04g081360.2.1	1341	0	0	0
Solyc04g081370.2.1	1356	0	0	0
Solyc04g081400.2.1	1500	1	0	1
Solyc04g081410.2.1	429	0	0	0
Solyc04g081420.2.1	1836	0	0	0
Solyc04g081430.2.1	507	0	0	0
Solyc04g081440.2.1	1713	0	0	0
Solyc04g081450.2.1	1080	1	1	0
Solyc04g081470.2.1	780	0	0	0
Solyc04g081480.1.1	987	0	0	0
Solyc04g081490.2.1	1356	0	0	0
Solyc04g081500.2.1	1137	0	0	0
Solyc04g081510.2.1	1803	0	0	0
Solyc04g081540.2.1	897	0	0	0
Solyc04g081550.2.1	1008	1	0	1
Solyc04g081570.2.1	2439	0	0	0
Solyc04g081580.2.1	2235	0	0	0
Solyc04g081590.2.1	2961	0	0	0
Solyc04g081650.2.1	363	0	0	0
Solyc04g081680.2.1	558	0	0	0
Solyc04g081730.2.1	930	0	0	0
Solyc04g081740.2.1	1158	0	0	0
Solyc04g081750.2.1	1692	0	0	0
Solyc04g081790.2.1	1053	0	0	0
Solyc04g081820.2.1	1680	0	0	0
Solyc04g081840.2.1	1035	0	0	0
Solyc04g081850.2.1	675	0	0	0
Solyc04g081870.2.1	774	1	0	1
Solyc04g081880.2.1	681	0	0	0
Solyc04g081890.1.1	405	0	0	0
Solyc04g081900.2.1	1323	0	0	0
Solyc04g081910.2.1	1566	0	0	0
Solyc04g081920.2.1	1296	0	0	0
Solyc04g081930.2.1	822	1	0	1
Solyc04g081940.2.1	255	0	0	0
Solyc04g081950.2.1	1539	1	0	1
Solyc04g081970.2.1	891	0	0	0
Solyc04g081980.2.1	411	0	0	0
Solyc04g082010.1.1	513	0	0	0
Solyc04g082020.2.1	621	0	0	0
Solyc04g082030.1.1	1296	0	0	0
Solyc04g082040.2.1	2631	0	0	0
Solyc04g082050.2.1	627	0	0	0
Solyc04g082060.2.1	1212	0	0	0
Solyc04g082070.2.1	1425	0	0	0
Solyc04g082090.2.1	1224	0	0	0
Solyc04g082110.2.1	1356	0	0	0
Solyc04g082130.2.1	1674	0	0	0
Solyc04g082140.2.1	1623	0	0	0
Solyc04g082160.2.1	2574	0	0	0
Solyc04g082170.2.1	1170	0	0	0
Solyc04g082200.2.1	621	0	0	0
Solyc04g082250.2.1	2127	0	0	0
Solyc04g082260.2.1	1497	0	0	0
Solyc04g082270.2.1	945	0	0	0
Solyc04g082280.2.1	1329	0	0	0
Solyc04g082290.2.1	1311	1	0	1
Solyc04g082300.2.1	1053	0	0	0
Solyc04g082310.2.1	984	0	0	0
Solyc04g082320.2.1	2400	0	0	0
Solyc04g082330.2.1	2376	0	0	0
Solyc04g082340.2.1	1320	0	0	0
Solyc04g082360.1.1	798	0	0	0
Solyc04g082380.2.1	354	0	0	0
Solyc04g082390.2.1	717	0	0	0
Solyc04g082400.2.1	2535	0	0	0
Solyc04g082410.2.1	969	0	0	0
Solyc04g082420.2.1	1413	0	0	0
Solyc04g082430.2.1	1182	0	0	0
Solyc04g082450.2.1	885	0	0	0
Solyc04g082460.2.1	1479	0	0	0
Solyc04g082470.1.1	1044	0	0	0
Solyc04g082480.2.1	2739	0	0	0
Solyc04g082490.2.1	3885	0	0	0
Solyc04g082510.2.1	1113	0	0	0
Solyc04g082530.2.1	2001	0	0	0
Solyc04g082540.1.1	813	0	0	0
Solyc04g082560.2.1	3687	0	0	0
Solyc04g082570.2.1	2319	0	0	0
Solyc04g082580.2.1	1752	0	0	0
Solyc04g082590.2.1	654	0	0	0
Solyc04g082600.2.1	1158	0	0	0
Solyc04g082610.2.1	2787	1	0	1
Solyc04g082620.2.1	2703	0	0	0
Solyc04g082630.2.1	1431	1	0	1
Solyc04g082640.2.1	510	0	0	0
Solyc04g082650.2.1	1941	0	0	0
Solyc04g082660.2.1	669	0	0	0
Solyc04g082670.2.1	1839	0	0	0
Solyc04g082680.2.1	504	0	0	0
Solyc04g082700.2.1	2217	0	0	0
Solyc04g082710.2.1	918	0	0	0
Solyc04g082720.2.1	462	0	0	0
Solyc04g082740.2.1	594	0	0	0
Solyc04g082750.2.1	1437	0	0	0
Solyc04g082760.2.1	1470	0	0	0
Solyc04g082770.2.1	726	0	0	0
Solyc04g082780.2.1	966	0	0	0
Solyc04g082790.2.1	1500	0	0	0
Solyc04g082800.2.1	294	0	0	0
Solyc04g082820.2.1	1686	0	0	0
Solyc04g082840.2.1	948	0	0	0
Solyc04g082880.2.1	1851	0	0	0
Solyc04g082890.2.1	855	0	0	0
Solyc04g082900.2.1	1170	0	0	0
Solyc04g082910.1.1	264	0	0	0
Solyc04g082920.2.1	657	0	0	0
Solyc04g082930.1.1	177	0	0	0
Solyc04g082940.2.1	930	0	0	0
Solyc04g082950.2.1	1347	0	0	0
Solyc04g082970.2.1	1269	0	0	0
Solyc04g082980.1.1	3162	0	0	0
Solyc04g082990.2.1	273	0	0	0
Solyc04g083010.2.1	2145	0	0	0
Solyc04g083150.1.1	1509	0	0	0
Solyc05g005000.2.1	1383	0	0	0
Solyc05g005010.2.1	1326	0	0	0
Solyc05g005020.2.1	4398	0	0	0
Solyc05g005050.2.1	900	0	0	0
Solyc05g005060.2.1	990	0	0	0
Solyc05g005070.2.1	2160	0	0	0
Solyc05g005080.2.1	1851	1	0	1
Solyc05g005090.2.1	963	0	0	0
Solyc05g005100.2.1	1632	0	0	0
Solyc05g005110.1.1	1218	0	0	0
Solyc05g005130.1.1	5043	0	0	0
Solyc05g005140.2.1	1812	0	0	0
Solyc05g005150.1.1	1113	1	0	1
Solyc05g005160.2.1	1272	0	0	0
Solyc05g005170.2.1	1527	0	0	0
Solyc05g005180.2.1	1014	1	0	1
Solyc05g005190.2.1	546	0	0	0
Solyc05g005200.2.1	651	1	0	1
Solyc05g005210.2.1	1005	0	0	0
Solyc05g005250.2.1	1281	0	0	0
Solyc05g005260.1.1	852	0	0	0
Solyc05g005280.2.1	915	0	0	0
Solyc05g005300.2.1	1449	0	0	0
Solyc05g005310.1.1	456	0	0	0
Solyc05g005320.1.1	480	1	0	1
Solyc05g005330.2.1	3666	0	0	0
Solyc05g005460.2.1	1746	0	0	0
Solyc05g005480.2.1	1167	1	0	1
Solyc05g005510.2.1	294	0	0	0
Solyc05g005540.2.1	1899	0	0	0
Solyc05g005550.2.1	1890	0	0	0
Solyc05g005560.2.1	1893	0	0	0
Solyc05g005580.2.1	1791	0	0	0
Solyc05g005590.2.1	1356	0	0	0
Solyc05g005600.1.1	693	0	0	0
Solyc05g005610.2.1	519	0	0	0
Solyc05g005620.2.1	2877	0	0	0
Solyc05g005630.2.1	1635	0	0	0
Solyc05g005640.2.1	6009	0	0	0
Solyc05g005650.1.1	513	1	0	1
Solyc05g005670.1.1	2058	0	0	0
Solyc05g005680.2.1	942	0	0	0
Solyc05g005690.1.1	444	0	0	0
Solyc05g005700.2.1	1590	1	0	1
Solyc05g005710.2.1	1029	0	0	0
Solyc05g005730.2.1	1038	0	0	0
Solyc05g005740.2.1	2340	0	0	0
Solyc05g005750.2.1	2556	1	0	1
Solyc05g005760.2.1	1503	1	0	1
Solyc05g005770.2.1	1197	0	0	0
Solyc05g005780.2.1	2640	0	0	0
Solyc05g005790.2.1	1419	0	0	0
Solyc05g005800.2.1	2178	0	0	0
Solyc05g005810.2.1	1209	1	0	1
Solyc05g005860.1.1	1119	0	0	0
Solyc05g005880.2.1	507	0	0	0
Solyc05g005890.2.1	117	0	0	0
Solyc05g005900.2.1	936	0	0	0
Solyc05g005920.2.1	1752	0	0	0
Solyc05g005930.1.1	1341	0	0	0
Solyc05g005940.2.1	1740	0	0	0
Solyc05g005950.2.1	1731	0	0	0
Solyc05g005960.2.1	1731	0	0	0
Solyc05g005970.2.1	1743	0	0	0
Solyc05g005980.2.1	1740	0	0	0
Solyc05g005990.2.1	1380	0	0	0
Solyc05g006000.2.1	1761	0	0	0
Solyc05g006010.2.1	1758	0	0	0
Solyc05g006020.2.1	1602	0	0	0
Solyc05g006030.2.1	501	0	0	0
Solyc05g006050.2.1	1014	0	0	0
Solyc05g006070.2.1	1227	0	0	0
Solyc05g006080.1.1	537	0	0	0
Solyc05g006090.2.1	1104	0	0	0
Solyc05g006100.2.1	585	0	0	0
Solyc05g006110.2.1	513	0	0	0
Solyc05g006120.2.1	1611	0	0	0
Solyc05g006130.2.1	1680	0	0	0
Solyc05g006160.2.1	195	0	0	0
Solyc05g006170.2.1	1833	0	0	0
Solyc05g006200.2.1	1476	0	0	0
Solyc05g006210.2.1	1485	0	0	0
Solyc05g006220.2.1	1335	0	0	0
Solyc05g006240.2.1	1254	0	0	0
Solyc05g006320.2.1	1254	0	0	0
Solyc05g006340.2.1	1248	0	0	0
Solyc05g006400.2.1	1575	0	0	0
Solyc05g006410.2.1	1131	0	0	0
Solyc05g006420.2.1	756	0	0	0
Solyc05g006430.1.1	2358	0	0	0
Solyc05g006440.2.1	594	1	0	1
Solyc05g006450.1.1	1356	0	0	0
Solyc05g006460.1.1	2094	0	0	0
Solyc05g006470.2.1	1128	0	0	0
Solyc05g006490.2.1	1809	0	0	0
Solyc05g006510.1.1	1158	0	0	0
Solyc05g006520.2.1	1176	0	0	0
Solyc05g006530.2.1	3465	1	1	0
Solyc05g006540.2.1	4083	0	0	0
Solyc05g006550.2.1	1995	0	0	0
Solyc05g006560.1.1	1803	0	0	0
Solyc05g006570.1.1	1833	0	0	0
Solyc05g006580.2.1	684	0	0	0
Solyc05g006590.2.1	921	0	0	0
Solyc05g006610.2.1	333	0	0	0
Solyc05g006620.2.1	4275	0	0	0
Solyc05g006630.2.1	4098	0	0	0
Solyc05g006640.2.1	3666	0	0	0
Solyc05g006650.2.1	819	0	0	0
Solyc05g006660.2.1	1608	0	0	0
Solyc05g006680.2.1	2016	0	0	0
Solyc05g006690.2.1	1374	0	0	0
Solyc05g006720.1.1	378	0	0	0
Solyc05g006740.2.1	645	0	0	0
Solyc05g006760.2.1	1407	0	0	0
Solyc05g006770.2.1	1080	0	0	0
Solyc05g006780.2.1	1506	0	0	0
Solyc05g006800.1.1	1809	0	0	0
Solyc05g006810.2.1	2127	0	0	0
Solyc05g006820.2.1	936	0	0	0
Solyc05g006880.1.1	390	0	0	0
Solyc05g006890.1.1	480	0	0	0
Solyc05g006900.1.1	990	0	0	0
Solyc05g006910.2.1	2661	0	0	0
Solyc05g006920.2.1	1824	0	0	0
Solyc05g006930.2.1	1419	0	0	0
Solyc05g006940.2.1	1185	0	0	0
Solyc05g006950.2.1	2508	0	0	0
Solyc05g006960.2.1	684	0	0	0
Solyc05g006970.2.1	945	0	0	0
Solyc05g006980.2.1	867	0	0	0
Solyc05g007010.1.1	1704	0	0	0
Solyc05g007020.2.1	1197	0	0	0
Solyc05g007030.2.1	2508	0	0	0
Solyc05g007050.2.1	1437	0	0	0
Solyc05g007060.2.1	984	0	0	0
Solyc05g007070.2.1	2679	0	0	0
Solyc05g007080.2.1	1371	0	0	0
Solyc05g007090.2.1	1176	0	0	0
Solyc05g007100.2.1	807	0	0	0
Solyc05g007120.2.1	2229	1	0	1
Solyc05g007130.2.1	1656	0	0	0
Solyc05g007140.2.1	1263	0	0	0
Solyc05g007150.2.1	1050	0	0	0
Solyc05g007160.2.1	1467	0	0	0
Solyc05g007180.2.1	918	0	0	0
Solyc05g007190.2.1	1815	0	0	0
Solyc05g007200.2.1	918	0	0	0
Solyc05g007230.2.1	3753	0	0	0
Solyc05g007240.1.1	525	0	0	0
Solyc05g007250.2.1	594	0	0	0
Solyc05g007260.2.1	651	0	0	0
Solyc05g007270.2.1	1215	0	0	0
Solyc05g007290.1.1	3030	0	0	0
Solyc05g007300.2.1	516	0	0	0
Solyc05g007420.1.1	1152	0	0	0
Solyc05g007430.2.1	1542	0	0	0
Solyc05g007440.2.1	1026	0	0	0
Solyc05g007450.2.1	855	0	0	0
Solyc05g007460.2.1	810	0	0	0
Solyc05g007480.1.1	1362	0	0	0
Solyc05g007490.2.1	1839	0	0	0
Solyc05g007500.2.1	1008	0	0	0
Solyc05g007510.2.1	3345	0	0	0
Solyc05g007560.2.1	363	0	0	0
Solyc05g007570.2.1	2172	0	0	0
Solyc05g007580.1.1	894	0	0	0
Solyc05g007590.2.1	432	0	0	0
Solyc05g007610.2.1	5622	0	0	0
Solyc05g007660.2.1	858	0	0	0
Solyc05g007670.2.1	1629	0	0	0
Solyc05g007680.1.1	1320	0	0	0
Solyc05g007690.1.1	1029	0	0	0
Solyc05g007710.2.1	1017	0	0	0
Solyc05g007720.1.1	618	0	0	0
Solyc05g007730.2.1	963	0	0	0
Solyc05g007740.1.1	2184	0	0	0
Solyc05g007750.2.1	2652	0	0	0
Solyc05g007760.1.1	1599	0	0	0
Solyc05g007780.2.1	582	1	0	1
Solyc05g007800.2.1	645	0	0	0
Solyc05g007810.2.1	1599	0	0	0
Solyc05g007820.2.1	765	0	0	0
Solyc05g007830.2.1	750	0	0	0
Solyc05g007840.2.1	987	0	0	0
Solyc05g007850.1.1	3441	1	0	1
Solyc05g007870.1.1	1254	1	0	1
Solyc05g007890.2.1	1020	0	0	0
Solyc05g007910.2.1	513	0	0	0
Solyc05g007930.2.1	1890	1	0	1
Solyc05g007960.2.1	1794	1	0	1
Solyc05g007970.2.1	855	0	0	0
Solyc05g007980.2.1	1938	0	0	0
Solyc05g007990.2.1	2751	0	0	0
Solyc05g008000.2.1	522	0	0	0
Solyc05g008010.2.1	363	0	0	0
Solyc05g008020.2.1	1542	0	0	0
Solyc05g008030.1.1	810	0	0	0
Solyc05g008040.2.1	1998	0	0	0
Solyc05g008060.2.1	1962	0	0	0
Solyc05g008070.2.1	2511	0	0	0
Solyc05g008090.2.1	2058	0	0	0
Solyc05g008130.2.1	1107	0	0	0
Solyc05g008140.2.1	612	0	0	0
Solyc05g008180.2.1	1062	0	0	0
Solyc05g008190.2.1	1584	0	0	0
Solyc05g008200.2.1	5217	0	0	0
Solyc05g008230.2.1	1953	0	0	0
Solyc05g008260.2.1	2736	0	0	0
Solyc05g008270.2.1	1242	0	0	0
Solyc05g008290.2.1	1740	0	0	0
Solyc05g008300.1.1	819	0	0	0
Solyc05g008310.2.1	2556	0	0	0
Solyc05g008330.1.1	1566	0	0	0
Solyc05g008340.2.1	1209	0	0	0
Solyc05g008350.2.1	2133	0	0	0
Solyc05g008370.1.1	807	0	0	0
Solyc05g008380.2.1	1683	0	0	0
Solyc05g008390.2.1	789	0	0	0
Solyc05g008400.2.1	675	0	0	0
Solyc05g008410.1.1	246	0	0	0
Solyc05g008420.2.1	1266	0	0	0
Solyc05g008430.2.1	2667	0	0	0
Solyc05g008440.1.1	990	0	0	0
Solyc05g008450.2.1	909	0	0	0
Solyc05g008460.2.1	1674	0	0	0
Solyc05g008480.2.1	582	1	0	1
Solyc05g008510.2.1	1437	0	0	0
Solyc05g008520.2.1	1083	0	0	0
Solyc05g008530.2.1	1056	0	0	0
Solyc05g008540.2.1	1260	0	0	0
Solyc05g008560.1.1	2265	0	0	0
Solyc05g008580.2.1	1281	0	0	0
Solyc05g008590.2.1	978	0	0	0
Solyc05g008600.2.1	1188	0	0	0
Solyc05g008610.2.1	1179	0	0	0
Solyc05g008620.2.1	783	0	0	0
Solyc05g008630.2.1	2049	0	0	0
Solyc05g008750.2.1	471	0	0	0
Solyc05g008760.2.1	828	0	0	0
Solyc05g008770.2.1	966	0	0	0
Solyc05g008780.2.1	4629	0	0	0
Solyc05g008790.2.1	1815	0	0	0
Solyc05g008800.2.1	906	0	0	0
Solyc05g008810.2.1	969	0	0	0
Solyc05g008830.2.1	1932	0	0	0
Solyc05g008840.1.1	663	0	0	0
Solyc05g008860.2.1	2148	1	0	1
Solyc05g008870.2.1	1155	0	0	0
Solyc05g008900.2.1	585	0	0	0
Solyc05g008920.2.1	1224	0	0	0
Solyc05g008930.2.1	2241	0	0	0
Solyc05g008990.2.1	1989	0	0	0
Solyc05g009020.2.1	1098	0	0	0
Solyc05g009030.2.1	1221	0	0	0
Solyc05g009050.2.1	1638	1	0	1
Solyc05g009060.2.1	297	0	0	0
Solyc05g009070.2.1	1290	0	0	0
Solyc05g009080.2.1	2103	0	0	0
Solyc05g009100.2.1	2007	0	0	0
Solyc05g009130.2.1	1128	0	0	0
Solyc05g009140.2.1	1461	0	0	0
Solyc05g009150.2.1	3726	0	0	0
Solyc05g009160.2.1	1242	0	0	0
Solyc05g009190.2.1	1695	0	0	0
Solyc05g009220.2.1	2373	0	0	0
Solyc05g009250.1.1	1128	0	0	0
Solyc05g009260.1.1	246	0	0	0
Solyc05g009270.2.1	0	1	0	1
Solyc05g009290.2.1	771	0	0	0
Solyc05g009300.1.1	483	0	0	0
Solyc05g009310.2.1	1314	0	0	0
Solyc05g009330.2.1	573	0	0	0
Solyc05g009340.1.1	357	0	0	0
Solyc05g009350.2.1	2499	0	0	0
Solyc05g009360.2.1	546	0	0	0
Solyc05g009370.2.1	816	1	0	1
Solyc05g009380.2.1	999	0	0	0
Solyc05g009390.2.1	1194	0	0	0
Solyc05g009400.1.1	1839	1	1	0
Solyc05g009420.1.1	942	0	0	0
Solyc05g009450.1.1	1026	0	0	0
Solyc05g009460.2.1	258	0	0	0
Solyc05g009470.2.1	2787	0	0	0
Solyc05g009500.2.1	1722	1	0	1
Solyc05g009520.1.1	528	0	0	0
Solyc05g009530.2.1	1380	0	0	0
Solyc05g009540.2.1	3018	0	0	0
Solyc05g009560.2.1	672	0	0	0
Solyc05g009570.2.1	504	0	0	0
Solyc05g009600.2.1	1764	0	0	0
Solyc05g009630.2.1	450	0	0	0
Solyc05g009660.2.1	1455	0	0	0
Solyc05g009670.2.1	1518	0	0	0
Solyc05g009680.1.1	1449	0	0	0
Solyc05g009690.2.1	687	0	0	0
Solyc05g009710.2.1	1416	0	0	0
Solyc05g009720.2.1	1203	0	0	0
Solyc05g009730.1.1	240	0	0	0
Solyc05g009740.1.1	2244	0	0	0
Solyc05g009760.1.1	2166	0	0	0
Solyc05g009770.1.1	861	0	0	0
Solyc05g009780.2.1	1083	0	0	0
Solyc05g009790.1.1	1188	0	0	0
Solyc05g009800.2.1	1899	0	0	0
Solyc05g009820.2.1	1050	0	0	0
Solyc05g009840.2.1	1308	0	0	0
Solyc05g009850.2.1	2826	0	0	0
Solyc05g009870.2.1	1401	0	0	0
Solyc05g009890.1.1	1362	0	0	0
Solyc05g009910.2.1	903	0	0	0
Solyc05g009920.2.1	1386	0	0	0
Solyc05g009930.2.1	2976	0	0	0
Solyc05g009940.2.1	1734	0	0	0
Solyc05g009950.2.1	720	0	0	0
Solyc05g009970.2.1	1116	0	0	0
Solyc05g009980.2.1	1800	0	0	0
Solyc05g009990.2.1	1410	1	1	0
Solyc05g010010.1.1	777	0	0	0
Solyc05g010050.2.1	1395	0	0	0
Solyc05g010060.2.1	2361	0	0	0
Solyc05g010070.2.1	534	0	0	0
Solyc05g010080.2.1	696	0	0	0
Solyc05g010100.2.1	1950	1	0	1
Solyc05g010110.1.1	1944	0	0	0
Solyc05g010120.2.1	3591	1	0	1
Solyc05g010140.2.1	2253	0	0	0
Solyc05g010150.2.1	798	0	0	0
Solyc05g010160.2.1	3063	1	1	0
Solyc05g010180.2.1	1707	1	0	1
Solyc05g010240.2.1	1626	0	0	0
Solyc05g010250.1.1	576	0	0	0
Solyc05g010260.2.1	816	0	0	0
Solyc05g010280.2.1	918	0	0	0
Solyc05g010290.1.1	813	0	0	0
Solyc05g010300.2.1	960	0	0	0
Solyc05g010320.2.1	681	1	0	1
Solyc05g010340.2.1	1962	1	1	0
Solyc05g010350.2.1	447	0	0	0
Solyc05g010400.2.1	1866	0	0	0
Solyc05g010420.1.1	1083	0	0	0
Solyc05g010430.2.1	207	0	0	0
Solyc05g010470.2.1	951	0	0	0
Solyc05g010480.2.1	1191	0	0	0
Solyc05g010540.2.1	777	0	0	0
Solyc05g010560.1.1	306	0	0	0
Solyc05g010570.2.1	513	0	0	0
Solyc05g010590.2.1	2109	1	1	0
Solyc05g010610.2.1	1554	0	0	0
Solyc05g010620.1.1	2232	1	1	0
Solyc05g010660.2.1	2982	0	0	0
Solyc05g010670.2.1	2364	0	0	0
Solyc05g010680.1.1	1152	0	0	0
Solyc05g010710.1.1	1188	0	0	0
Solyc05g010750.2.1	381	0	0	0
Solyc05g010760.1.1	315	0	0	0
Solyc05g010770.2.1	276	0	0	0
Solyc05g010780.1.1	1668	0	0	0
Solyc05g010810.1.1	1923	0	0	0
Solyc05g011810.2.1	978	0	0	0
Solyc05g011820.1.1	2394	0	0	0
Solyc05g011830.2.1	1665	0	0	0
Solyc05g011850.1.1	318	0	0	0
Solyc05g011890.1.1	1011	0	0	0
Solyc05g011920.2.1	1350	0	0	0
Solyc05g011930.2.1	1908	0	0	0
Solyc05g011960.2.1	2343	0	0	0
Solyc05g011990.2.1	2823	0	0	0
Solyc05g012010.2.1	900	0	0	0
Solyc05g012040.2.1	1677	1	1	0
Solyc05g012060.2.1	4572	1	0	1
Solyc05g012070.2.1	1089	0	0	0
Solyc05g012080.2.1	402	0	0	0
Solyc05g012090.2.1	1539	0	0	0
Solyc05g012100.2.1	1938	0	0	0
Solyc05g012110.2.1	801	0	0	0
Solyc05g012120.2.1	906	0	0	0
Solyc05g012130.2.1	2454	0	0	0
Solyc05g012140.2.1	1512	0	0	0
Solyc05g012150.2.1	825	0	0	0
Solyc05g012160.2.1	339	0	0	0
Solyc05g012190.2.1	1836	1	1	0
Solyc05g012200.2.1	1989	0	0	0
Solyc05g012210.2.1	1392	0	0	0
Solyc05g012220.2.1	1248	0	0	0
Solyc05g012250.1.1	1548	0	0	0
Solyc05g012260.2.1	1821	0	0	0
Solyc05g012270.2.1	1485	0	0	0
Solyc05g012280.2.1	921	1	0	1
Solyc05g012290.2.1	1344	0	0	0
Solyc05g012310.2.1	1221	1	0	1
Solyc05g012320.1.1	801	0	0	0
Solyc05g012330.2.1	1221	0	0	0
Solyc05g012340.2.1	1086	0	0	0
Solyc05g012360.2.1	1089	0	0	0
Solyc05g012370.2.1	1056	0	0	0
Solyc05g012380.2.1	609	0	0	0
Solyc05g012390.2.1	1854	0	0	0
Solyc05g012400.2.1	453	0	0	0
Solyc05g012430.1.1	1416	0	0	0
Solyc05g012440.2.1	864	0	0	0
Solyc05g012450.2.1	1851	1	0	1
Solyc05g012460.2.1	1116	0	0	0
Solyc05g012480.2.1	1602	0	0	0
Solyc05g012490.1.1	1596	0	0	0
Solyc05g012500.2.1	984	0	0	0
Solyc05g012510.2.1	2904	1	0	1
Solyc05g012560.1.1	795	0	0	0
Solyc05g012580.1.1	213	0	0	0
Solyc05g012590.2.1	720	0	0	0
Solyc05g012600.2.1	522	0	0	0
Solyc05g012610.2.1	1671	0	0	0
Solyc05g012620.2.1	1011	0	0	0
Solyc05g012630.1.1	2262	0	0	0
Solyc05g012640.2.1	3189	0	0	0
Solyc05g012650.2.1	3195	0	0	0
Solyc05g012670.1.1	1335	0	0	0
Solyc05g012680.2.1	537	0	0	0
Solyc05g012690.2.1	1125	0	0	0
Solyc05g012700.2.1	876	0	0	0
Solyc05g012710.2.1	705	0	0	0
Solyc05g012720.2.1	837	1	0	1
Solyc05g012770.2.1	1527	0	0	0
Solyc05g012790.2.1	1893	0	0	0
Solyc05g012800.1.1	1494	0	0	0
Solyc05g012840.1.1	672	0	0	0
Solyc05g012870.1.1	1068	0	0	0
Solyc05g012890.1.1	3591	0	0	0
Solyc05g012900.2.1	588	0	0	0
Solyc05g012910.2.1	4179	0	0	0
Solyc05g012920.1.1	2409	0	0	0
Solyc05g012930.2.1	645	0	0	0
Solyc05g012940.2.1	1005	0	0	0
Solyc05g012950.1.1	711	0	0	0
Solyc05g013030.1.1	1272	0	0	0
Solyc05g013040.2.1	4350	0	0	0
Solyc05g013050.2.1	666	0	0	0
Solyc05g013060.2.1	846	0	0	0
Solyc05g013070.2.1	1311	0	0	0
Solyc05g013080.1.1	219	0	0	0
Solyc05g013130.2.1	642	0	0	0
Solyc05g013140.2.1	1512	0	0	0
Solyc05g013150.2.1	1401	0	0	0
Solyc05g013160.2.1	1467	0	0	0
Solyc05g013170.2.1	735	0	0	0
Solyc05g013190.2.1	402	0	0	0
Solyc05g013200.1.1	1818	0	0	0
Solyc05g013220.2.1	1482	0	0	0
Solyc05g013240.2.1	162	0	0	0
Solyc05g013260.1.1	3507	0	0	0
Solyc05g013280.2.1	5478	0	0	0
Solyc05g013290.1.1	963	0	0	0
Solyc05g013300.1.1	972	0	0	0
Solyc05g013310.1.1	456	0	0	0
Solyc05g013320.1.1	936	0	0	0
Solyc05g013330.2.1	174	0	0	0
