itag	up	down	all	length
9054	Solyc05g055730.2.1	0	0	0	1791
9055	Solyc05g055760.2.1	1	0	1	708
9056	Solyc05g055770.2.1	0	0	0	1236
9057	Solyc05g055780.2.1	0	0	0	1257
9058	Solyc05g055790.2.1	0	0	0	1413
9059	Solyc05g055800.2.1	0	1	1	1434
9060	Solyc05g055820.2.1	0	0	0	348
9061	Solyc05g055830.2.1	0	0	0	936
9062	Solyc05g055850.2.1	0	0	0	711
9063	Solyc05g055860.2.1	0	0	0	1461
9064	Solyc05g055870.2.1	0	0	0	927
9065	Solyc05g055880.2.1	0	0	0	1542
9066	Solyc05g055890.2.1	0	0	0	336
9067	Solyc05g055910.2.1	0	0	0	1704
9068	Solyc05g055940.2.1	0	0	0	1245
9069	Solyc05g055980.2.1	0	0	0	945
9070	Solyc05g055990.2.1	0	0	0	870
9071	Solyc05g056000.2.1	0	0	0	1008
9072	Solyc05g056010.2.1	0	0	0	1764
9073	Solyc05g056020.2.1	0	0	0	336
9074	Solyc05g056030.2.1	0	0	0	1401
9075	Solyc05g056040.2.1	0	0	0	1953
9076	Solyc05g056050.2.1	0	0	0	741
9077	Solyc05g056060.2.1	0	0	0	282
9078	Solyc05g056070.2.1	0	0	0	741
9079	Solyc05g056090.2.1	0	0	0	726
9080	Solyc05g056100.2.1	0	0	0	1662
9081	Solyc05g056110.2.1	0	0	0	966
9082	Solyc05g056120.2.1	0	0	0	984
9083	Solyc05g056130.2.1	0	1	1	1461
9084	Solyc05g056140.2.1	0	0	0	2187
9085	Solyc05g056150.2.1	0	0	0	939
9086	Solyc05g056160.2.1	0	0	0	822
9087	Solyc05g056170.2.1	0	0	0	2130
9088	Solyc05g056210.2.1	0	0	0	3285
9089	Solyc05g056220.2.1	0	0	0	3276
9090	Solyc05g056230.2.1	0	0	0	1302
9091	Solyc05g056240.2.1	0	0	0	396
9092	Solyc05g056250.2.1	0	0	0	1635
9093	Solyc05g056260.2.1	0	0	0	1029
9094	Solyc05g056270.2.1	0	0	0	1518
9095	Solyc05g056280.2.1	0	0	0	1203
9096	Solyc05g056290.2.1	0	0	0	858
9097	Solyc05g056300.2.1	0	0	0	549
9098	Solyc05g056310.2.1	0	0	0	1674
9099	Solyc05g056320.2.1	0	0	0	1365
9100	Solyc05g056330.2.1	0	0	0	1176
9101	Solyc05g056340.2.1	0	0	0	2415
9102	Solyc05g056350.2.1	0	0	0	1782
9103	Solyc05g056390.2.1	0	0	0	294
9104	Solyc05g056410.1.1	0	0	0	822
9105	Solyc05g056420.2.1	0	0	0	2145
9106	Solyc05g056460.2.1	0	0	0	801
9107	Solyc05g056470.1.1	0	0	0	1845
9108	Solyc05g056480.2.1	1	0	1	1404
9109	Solyc05g056490.2.1	0	0	0	1050
9110	Solyc05g056510.2.1	0	0	0	1029
9111	Solyc05g056520.2.1	0	0	0	1401
9112	Solyc05g056530.2.1	0	0	0	2394
9113	Solyc05g056540.2.1	0	0	0	1299
9114	Solyc05g056560.2.1	0	0	0	564
9115	Solyc05g056570.2.1	0	0	0	1512
9116	Solyc05g056580.2.1	0	0	0	2442
9117	Solyc05g056590.2.1	0	0	0	828
9118	Solyc06g005000.2.1	0	0	0	1581
9119	Solyc06g005050.2.1	0	0	0	513
9120	Solyc06g005060.2.1	0	0	0	1347
9121	Solyc06g005080.2.1	0	0	0	3204
9122	Solyc06g005110.2.1	0	0	0	198
9123	Solyc06g005140.2.1	0	0	0	1563
9124	Solyc06g005150.2.1	0	0	0	753
9125	Solyc06g005160.2.1	0	0	0	753
9126	Solyc06g005170.2.1	0	0	0	1122
9127	Solyc06g005190.2.1	0	0	0	3060
9128	Solyc06g005200.2.1	0	0	0	2097
9129	Solyc06g005210.1.1	0	0	0	183
9130	Solyc06g005220.2.1	0	0	0	1221
9131	Solyc06g005230.1.1	0	0	0	1125
9132	Solyc06g005250.2.1	0	0	0	555
9133	Solyc06g005260.2.1	1	0	1	327
9134	Solyc06g005290.2.1	0	0	0	1041
9135	Solyc06g005360.2.1	0	0	0	414
9136	Solyc06g005370.2.1	0	0	0	1485
9137	Solyc06g005380.2.1	0	0	0	1041
9138	Solyc06g005390.1.1	0	0	0	444
9139	Solyc06g005400.1.1	0	0	0	150
9140	Solyc06g005410.2.1	0	0	0	150
9141	Solyc06g005420.1.1	0	0	0	312
9142	Solyc06g005430.1.1	0	0	0	312
9143	Solyc06g005450.1.1	0	0	0	588
9144	Solyc06g005490.2.1	0	0	0	774
9145	Solyc06g005500.2.1	0	0	0	1224
9146	Solyc06g005520.2.1	0	1	1	1335
9147	Solyc06g005530.1.1	0	0	0	399
9148	Solyc06g005550.1.1	0	0	0	1968
9149	Solyc06g005560.2.1	1	0	1	774
9150	Solyc06g005570.2.1	0	0	0	2196
9151	Solyc06g005590.2.1	0	0	0	2070
9152	Solyc06g005600.2.1	0	0	0	558
9153	Solyc06g005630.1.1	0	0	0	678
9154	Solyc06g005650.2.1	0	0	0	603
9155	Solyc06g005660.1.1	0	0	0	1794
9156	Solyc06g005670.2.1	0	0	0	2838
9157	Solyc06g005690.1.1	0	0	0	1740
9158	Solyc06g005700.1.1	0	0	0	1809
9159	Solyc06g005710.2.1	0	0	0	1491
9160	Solyc06g005720.2.1	0	0	0	906
9161	Solyc06g005750.2.1	0	0	0	798
9162	Solyc06g005790.2.1	0	0	0	534
9163	Solyc06g005800.2.1	0	0	0	960
9164	Solyc06g005810.2.1	0	0	0	651
9165	Solyc06g005850.2.1	0	0	0	687
9166	Solyc06g005860.1.1	0	0	0	768
9167	Solyc06g005890.2.1	0	0	0	807
9168	Solyc06g005910.2.1	0	0	0	1437
9169	Solyc06g005940.2.1	0	0	0	1500
9170	Solyc06g005950.2.1	0	0	0	2487
9171	Solyc06g005970.2.1	0	0	0	1815
9172	Solyc06g005980.2.1	0	1	1	1749
9173	Solyc06g005990.2.1	0	0	0	4086
9174	Solyc06g006000.2.1	0	0	0	510
9175	Solyc06g006040.1.1	0	0	0	3063
9176	Solyc06g006050.1.1	0	0	0	783
9177	Solyc06g006080.2.1	1	0	1	1956
9178	Solyc06g006090.1.1	0	0	0	420
9179	Solyc06g006100.2.1	0	0	0	1764
9180	Solyc06g007110.2.1	0	0	0	1530
9181	Solyc06g007120.2.1	0	0	0	1764
9182	Solyc06g007130.2.1	0	0	0	1134
9183	Solyc06g007140.2.1	0	0	0	966
9184	Solyc06g007150.2.1	0	0	0	1332
9185	Solyc06g007160.2.1	0	0	0	1488
9186	Solyc06g007170.2.1	0	0	0	1287
9187	Solyc06g007200.2.1	0	0	0	1173
9188	Solyc06g007210.2.1	0	0	0	78
9189	Solyc06g007220.2.1	0	0	0	78
9190	Solyc06g007240.2.1	0	0	0	837
9191	Solyc06g007250.2.1	0	0	0	1128
9192	Solyc06g007270.1.1	0	0	0	225
9193	Solyc06g007280.2.1	0	0	0	768
9194	Solyc06g007300.1.1	0	0	0	1779
9195	Solyc06g007310.2.1	0	0	0	963
9196	Solyc06g007320.2.1	0	0	0	3060
9197	Solyc06g007330.2.1	0	0	0	714
9198	Solyc06g007340.2.1	0	0	0	765
9199	Solyc06g007350.2.1	0	1	1	921
9200	Solyc06g007360.2.1	0	0	0	795
9201	Solyc06g007380.1.1	0	1	1	1443
9202	Solyc06g007430.1.1	0	0	0	1437
9203	Solyc06g007440.2.1	0	0	0	1338
9204	Solyc06g007460.2.1	0	0	0	366
9205	Solyc06g007470.2.1	0	0	0	384
9206	Solyc06g007480.2.1	0	0	0	375
9207	Solyc06g007510.2.1	0	0	0	447
9208	Solyc06g007520.2.1	0	0	0	690
9209	Solyc06g007530.2.1	0	0	0	882
9210	Solyc06g007540.2.1	0	0	0	219
9211	Solyc06g007570.2.1	0	0	0	663
9212	Solyc06g007580.1.1	0	0	0	900
9213	Solyc06g007590.2.1	0	0	0	600
9214	Solyc06g007600.2.1	0	0	0	489
9215	Solyc06g007610.2.1	0	0	0	486
9216	Solyc06g007620.2.1	0	0	0	540
9217	Solyc06g007630.1.1	0	0	0	486
9218	Solyc06g007640.2.1	0	0	0	1611
9219	Solyc06g007660.1.1	0	0	0	621
9220	Solyc06g007670.2.1	0	0	0	906
9221	Solyc06g007680.1.1	0	0	0	1203
9222	Solyc06g007690.1.1	0	0	0	195
9223	Solyc06g007700.2.1	0	0	0	891
9224	Solyc06g007710.2.1	0	0	0	945
9225	Solyc06g007740.1.1	0	0	0	1773
9226	Solyc06g007760.2.1	0	0	0	663
9227	Solyc06g007770.2.1	0	0	0	816
9228	Solyc06g007780.2.1	0	0	0	1437
9229	Solyc06g007800.2.1	0	0	0	573
9230	Solyc06g007810.1.1	0	0	0	807
9231	Solyc06g007830.1.1	0	0	0	345
9232	Solyc06g007850.2.1	0	0	0	1308
9233	Solyc06g007870.2.1	0	0	0	429
9234	Solyc06g007890.2.1	0	0	0	285
9235	Solyc06g007910.2.1	0	0	0	285
9236	Solyc06g007930.2.1	0	0	0	408
9237	Solyc06g007980.2.1	0	0	0	1884
9238	Solyc06g007990.2.1	0	0	0	480
9239	Solyc06g008000.1.1	0	0	0	474
9240	Solyc06g008010.2.1	0	0	0	651
9241	Solyc06g008020.2.1	0	0	0	417
9242	Solyc06g008030.2.1	0	0	0	1539
9243	Solyc06g008040.2.1	0	0	0	4311
9244	Solyc06g008090.2.1	0	0	0	4455
9245	Solyc06g008100.2.1	0	0	0	315
9246	Solyc06g008110.2.1	0	0	0	1887
9247	Solyc06g008120.1.1	0	0	0	324
9248	Solyc06g008130.2.1	0	0	0	1062
9249	Solyc06g008150.2.1	0	0	0	1965
9250	Solyc06g008160.2.1	0	0	0	876
9251	Solyc06g008170.2.1	0	0	0	423
9252	Solyc06g008190.1.1	0	0	0	1536
9253	Solyc06g008200.2.1	0	0	0	1431
9254	Solyc06g008210.2.1	0	0	0	2109
9255	Solyc06g008220.2.1	0	0	0	720
9256	Solyc06g008230.2.1	0	0	0	2175
9257	Solyc06g008250.2.1	0	0	0	1299
9258	Solyc06g008260.2.1	0	0	0	405
9259	Solyc06g008290.2.1	0	0	0	267
9260	Solyc06g008310.2.1	0	0	0	2478
9261	Solyc06g008320.2.1	0	0	0	1374
9262	Solyc06g008330.1.1	0	0	0	1542
9263	Solyc06g008340.2.1	0	0	0	825
9264	Solyc06g008350.2.1	0	0	0	813
9265	Solyc06g008450.2.1	0	0	0	3756
9266	Solyc06g008470.1.1	0	0	0	174
9267	Solyc06g008490.2.1	0	0	0	2418
9268	Solyc06g008500.2.1	0	0	0	1680
9269	Solyc06g008510.2.1	0	0	0	1752
9270	Solyc06g008520.2.1	0	0	0	354
9271	Solyc06g008530.1.1	0	0	0	4587
9272	Solyc06g008600.2.1	0	0	0	1257
9273	Solyc06g008610.2.1	0	0	0	1047
9274	Solyc06g008690.1.1	0	0	0	1038
9275	Solyc06g008700.2.1	0	0	0	1305
9276	Solyc06g008710.1.1	0	0	0	2232
9277	Solyc06g008720.2.1	0	0	0	3819
9278	Solyc06g008730.2.1	0	0	0	2790
9279	Solyc06g008740.2.1	0	1	1	1146
9280	Solyc06g008780.1.1	0	0	0	1491
9281	Solyc06g008800.1.1	0	0	0	3681
9282	Solyc06g008810.2.1	0	0	0	1266
9283	Solyc06g008820.2.1	0	0	0	1605
9284	Solyc06g008840.2.1	0	0	0	2676
9285	Solyc06g008850.2.1	0	0	0	1647
9286	Solyc06g008860.2.1	0	0	0	594
9287	Solyc06g008870.2.1	0	0	0	1038
9288	Solyc06g008880.2.1	0	0	0	1425
9289	Solyc06g008890.2.1	0	1	1	1461
9290	Solyc06g008900.2.1	0	0	0	2529
9291	Solyc06g008920.2.1	0	0	0	1647
9292	Solyc06g008940.2.1	0	0	0	1356
9293	Solyc06g008960.2.1	0	0	0	4011
9294	Solyc06g008970.2.1	0	0	0	2277
9295	Solyc06g008980.2.1	0	0	0	999
9296	Solyc06g009020.2.1	0	0	0	642
9297	Solyc06g009060.2.1	0	0	0	789
9298	Solyc06g009070.2.1	0	1	1	3069
9299	Solyc06g009110.2.1	0	0	0	1263
9300	Solyc06g009120.2.1	0	0	0	810
9301	Solyc06g009130.2.1	0	0	0	1623
9302	Solyc06g009160.2.1	0	0	0	2199
9303	Solyc06g009170.2.1	0	0	0	957
9304	Solyc06g009190.2.1	0	0	0	1695
9305	Solyc06g009210.2.1	0	0	0	642
9306	Solyc06g009220.2.1	0	0	0	2220
9307	Solyc06g009270.2.1	0	0	0	1446
9308	Solyc06g009330.2.1	0	0	0	1140
9309	Solyc06g009340.2.1	0	0	0	414
9310	Solyc06g009350.2.1	0	0	0	222
9311	Solyc06g009370.2.1	0	0	0	426
9312	Solyc06g009380.2.1	0	0	0	909
9313	Solyc06g009390.2.1	0	0	0	1059
9314	Solyc06g009400.2.1	0	0	0	600
9315	Solyc06g009440.1.1	0	0	0	645
9316	Solyc06g009450.1.1	0	0	0	261
9317	Solyc06g009490.2.1	0	0	0	294
9318	Solyc06g009500.1.1	0	0	0	1590
9319	Solyc06g009520.2.1	0	0	0	2526
9320	Solyc06g009530.2.1	0	0	0	3609
9321	Solyc06g009600.1.1	0	0	0	2013
9322	Solyc06g009620.1.1	0	0	0	1401
9323	Solyc06g009630.1.1	0	0	0	384
9324	Solyc06g009640.1.1	0	0	0	435
9325	Solyc06g009650.2.1	0	0	0	2337
9326	Solyc06g009660.2.1	0	0	0	582
9327	Solyc06g009670.2.1	0	0	0	1728
9328	Solyc06g009680.2.1	0	0	0	3714
9329	Solyc06g009690.1.1	0	0	0	1323
9330	Solyc06g009710.2.1	0	0	0	894
9331	Solyc06g009750.2.1	0	0	0	1584
9332	Solyc06g009770.1.1	0	0	0	420
9333	Solyc06g009780.2.1	0	0	0	3018
9334	Solyc06g009790.2.1	0	0	0	1374
9335	Solyc06g009800.1.1	0	0	0	1578
9336	Solyc06g009810.2.1	0	0	0	171
9337	Solyc06g009820.2.1	0	0	0	444
9338	Solyc06g009900.1.1	0	0	0	1176
9339	Solyc06g009940.1.1	0	0	0	219
9340	Solyc06g009950.1.1	0	0	0	171
9341	Solyc06g009960.1.1	0	0	0	1233
9342	Solyc06g009970.2.1	0	0	0	1347
9343	Solyc06g010000.2.1	0	0	0	2571
9344	Solyc06g010170.2.1	0	0	0	1071
9345	Solyc06g010200.2.1	0	0	0	4842
9346	Solyc06g010210.2.1	0	0	0	549
9347	Solyc06g010220.1.1	0	0	0	1914
9348	Solyc06g010240.1.1	0	0	0	132
9349	Solyc06g011280.2.1	0	0	0	1242
9350	Solyc06g011350.2.1	0	0	0	843
9351	Solyc06g011380.2.1	0	0	0	618
9352	Solyc06g011400.2.1	0	0	0	1590
9353	Solyc06g011420.1.1	0	0	0	447
9354	Solyc06g011450.1.1	0	1	1	1845
9355	Solyc06g011490.2.1	0	0	0	465
9356	Solyc06g011530.2.1	0	0	0	390
9357	Solyc06g011550.2.1	0	0	0	237
9358	Solyc06g011560.2.1	0	0	0	1029
9359	Solyc06g011570.2.1	0	0	0	369
9360	Solyc06g016740.1.1	0	0	0	954
9361	Solyc06g016750.2.1	0	0	0	1341
9362	Solyc06g016760.1.1	0	0	0	345
9363	Solyc06g016770.2.1	0	0	0	1515
9364	Solyc06g016790.1.1	0	0	0	486
9365	Solyc06g016800.1.1	0	0	0	933
9366	Solyc06g016820.1.1	0	0	0	159
9367	Solyc06g016830.1.1	0	0	0	810
9368	Solyc06g017850.1.1	0	0	0	255
9369	Solyc06g017970.2.1	0	0	0	5076
9370	Solyc06g018000.1.1	0	0	0	888
9371	Solyc06g018050.2.1	0	0	0	1374
9372	Solyc06g018100.2.1	0	0	0	1284
9373	Solyc06g018110.2.1	0	0	0	1017
9374	Solyc06g019170.2.1	0	0	0	2154
9375	Solyc06g019190.1.1	0	0	0	834
9376	Solyc06g019200.2.1	0	0	0	1407
9377	Solyc06g024200.1.1	0	0	0	207
9378	Solyc06g024210.1.1	0	0	0	363
9379	Solyc06g024230.1.1	0	0	0	198
9380	Solyc06g024240.1.1	0	0	0	201
9381	Solyc06g024250.1.1	0	0	0	387
9382	Solyc06g024270.1.1	0	0	0	69
9383	Solyc06g024290.1.1	0	0	0	336
9384	Solyc06g024340.1.1	0	0	0	150
9385	Solyc06g024350.1.1	0	0	0	177
9386	Solyc06g024360.1.1	0	0	0	150
9387	Solyc06g024370.1.1	0	0	0	153
9388	Solyc06g024380.1.1	0	0	0	318
9389	Solyc06g030470.2.1	0	0	0	1197
9390	Solyc06g030490.2.1	0	0	0	915
9391	Solyc06g030500.1.1	0	0	0	228
9392	Solyc06g030510.2.1	0	0	0	354
9393	Solyc06g030530.2.1	0	0	0	759
9394	Solyc06g030570.2.1	0	0	0	777
9395	Solyc06g030580.2.1	0	0	0	546
9396	Solyc06g031680.2.1	0	0	0	537
9397	Solyc06g031690.2.1	0	0	0	306
9398	Solyc06g032740.1.1	0	0	0	459
9399	Solyc06g034020.2.1	0	0	0	714
9400	Solyc06g034100.2.1	0	0	0	840
9401	Solyc06g034110.2.1	0	0	0	768
9402	Solyc06g034120.2.1	0	0	0	1155
9403	Solyc06g034140.1.1	0	0	0	1338
9404	Solyc06g034150.2.1	0	0	0	1407
9405	Solyc06g034160.2.1	0	0	0	942
9406	Solyc06g034220.2.1	0	0	0	684
9407	Solyc06g034230.1.1	0	0	0	531
9408	Solyc06g034260.1.1	0	0	0	720
9409	Solyc06g034310.2.1	0	0	0	804
9410	Solyc06g034320.1.1	0	0	0	174
9411	Solyc06g034330.2.1	0	0	0	1749
9412	Solyc06g034390.1.1	0	0	0	1041
9413	Solyc06g035410.1.1	0	0	0	612
9414	Solyc06g035430.2.1	0	0	0	1041
9415	Solyc06g035450.2.1	0	0	0	1206
9416	Solyc06g035460.2.1	0	0	0	669
9417	Solyc06g035480.2.1	0	0	0	1827
9418	Solyc06g035580.2.1	0	0	0	1695
9419	Solyc06g035600.2.1	0	0	0	2118
9420	Solyc06g035620.2.1	0	0	0	981
9421	Solyc06g035690.2.1	0	0	0	1029
9422	Solyc06g035720.2.1	0	0	0	993
9423	Solyc06g035790.2.1	0	0	0	1956
9424	Solyc06g035870.2.1	0	0	0	723
9425	Solyc06g035920.2.1	0	0	0	558
9426	Solyc06g035940.2.1	0	0	0	2031
9427	Solyc06g035970.2.1	0	0	0	1344
9428	Solyc06g035990.2.1	0	0	0	447
9429	Solyc06g036000.2.1	0	0	0	1173
9430	Solyc06g036050.2.1	0	0	0	417
9431	Solyc06g036060.2.1	0	0	0	1836
9432	Solyc06g036070.2.1	0	0	0	1056
9433	Solyc06g036080.2.1	0	0	0	2742
9434	Solyc06g036130.2.1	0	0	0	1515
9435	Solyc06g036170.1.1	0	0	0	1797
9436	Solyc06g036180.2.1	0	0	0	183
9437	Solyc06g036210.1.1	0	0	0	351
9438	Solyc06g036260.2.1	0	0	0	930
9439	Solyc06g036290.2.1	0	0	0	1824
9440	Solyc06g036300.2.1	0	0	0	906
9441	Solyc06g036310.2.1	0	0	0	408
9442	Solyc06g036330.1.1	0	0	0	981
9443	Solyc06g036340.2.1	0	0	0	1506
9444	Solyc06g036350.2.1	0	0	0	528
9445	Solyc06g036390.1.1	0	0	0	291
9446	Solyc06g036430.2.1	0	0	0	762
9447	Solyc06g036520.1.1	0	0	0	210
9448	Solyc06g036530.1.1	0	0	0	1047
9449	Solyc06g036540.1.1	0	0	0	228
9450	Solyc06g036550.1.1	0	0	0	213
9451	Solyc06g036580.2.1	0	0	0	1902
9452	Solyc06g036590.1.1	0	0	0	660
9453	Solyc06g036640.2.1	0	0	0	1590
9454	Solyc06g036720.2.1	0	0	0	2121
9455	Solyc06g036780.2.1	0	0	0	1035
9456	Solyc06g042950.2.1	0	0	0	1920
9457	Solyc06g042960.1.1	0	1	1	1530
9458	Solyc06g042970.1.1	0	0	0	237
9459	Solyc06g042980.2.1	0	0	0	327
9460	Solyc06g042990.1.1	0	0	0	207
9461	Solyc06g043010.1.1	0	0	0	705
9462	Solyc06g043020.1.1	0	0	0	384
9463	Solyc06g043030.2.1	0	0	0	3417
9464	Solyc06g043060.1.1	0	0	0	231
9465	Solyc06g043070.2.1	0	0	0	717
9466	Solyc06g043140.2.1	0	0	0	1023
9467	Solyc06g043150.2.1	0	0	0	1500
9468	Solyc06g043160.1.1	0	0	0	159
9469	Solyc06g043170.2.1	0	0	0	2151
9470	Solyc06g043280.1.1	0	0	0	156
9471	Solyc06g048410.2.1	0	0	0	750
9472	Solyc06g048430.2.1	0	0	0	438
9473	Solyc06g048450.2.1	0	1	1	2937
9474	Solyc06g048460.1.1	0	0	0	2508
9475	Solyc06g048470.2.1	0	0	0	3258
9476	Solyc06g048480.2.1	0	0	0	1443
9477	Solyc06g048510.2.1	0	0	0	1251
9478	Solyc06g048520.2.1	0	0	0	1305
9479	Solyc06g048540.2.1	0	0	0	939
9480	Solyc06g048570.2.1	0	0	0	843
9481	Solyc06g048590.2.1	0	0	0	1605
9482	Solyc06g048600.2.1	0	0	0	471
9483	Solyc06g048610.2.1	0	0	0	1161
9484	Solyc06g048620.2.1	0	0	0	2916
9485	Solyc06g048630.2.1	0	0	0	1050
9486	Solyc06g048690.1.1	0	0	0	759
9487	Solyc06g048730.2.1	0	0	0	1167
9488	Solyc06g048810.2.1	0	0	0	1131
9489	Solyc06g048820.1.1	0	0	0	327
9490	Solyc06g048850.2.1	0	0	0	528
9491	Solyc06g048890.2.1	0	0	0	2475
9492	Solyc06g048900.1.1	0	0	0	2553
9493	Solyc06g048920.2.1	0	0	0	1242
9494	Solyc06g048930.2.1	0	0	0	447
9495	Solyc06g048940.2.1	0	0	0	1656
9496	Solyc06g048950.2.1	0	0	0	2685
9497	Solyc06g048960.2.1	0	0	0	4200
9498	Solyc06g048970.2.1	0	0	0	1689
9499	Solyc06g049020.1.1	0	0	0	660
9500	Solyc06g049040.2.1	0	0	0	996
9501	Solyc06g049050.2.1	0	0	0	744
9502	Solyc06g049060.2.1	0	0	0	573
9503	Solyc06g049070.2.1	0	0	0	1071
9504	Solyc06g049080.2.1	0	0	0	687
9505	Solyc06g049090.2.1	0	0	0	591
9506	Solyc06g050120.2.1	0	0	0	780
9507	Solyc06g050130.2.1	0	0	0	1278
9508	Solyc06g050170.2.1	0	0	0	2955
9509	Solyc06g050210.2.1	0	0	0	1542
9510	Solyc06g050230.2.1	0	0	0	582
9511	Solyc06g050250.1.1	0	0	0	1734
9512	Solyc06g050270.1.1	0	0	0	1299
9513	Solyc06g050280.1.1	1	0	1	1299
9514	Solyc06g050290.1.1	0	0	0	1224
9515	Solyc06g050300.1.1	0	0	0	1326
9516	Solyc06g050310.2.1	0	0	0	1080
9517	Solyc06g050320.2.1	0	0	0	531
9518	Solyc06g050350.2.1	0	0	0	1560
9519	Solyc06g050370.1.1	0	0	0	555
9520	Solyc06g050380.1.1	0	0	0	1857
9521	Solyc06g050400.1.1	0	0	0	309
9522	Solyc06g050410.1.1	0	0	0	3060
9523	Solyc06g050500.2.1	0	0	0	828
9524	Solyc06g050510.2.1	0	0	0	3864
9525	Solyc06g050550.2.1	0	0	0	1626
9526	Solyc06g050560.2.1	0	0	0	2499
9527	Solyc06g050570.1.1	0	0	0	657
9528	Solyc06g050590.2.1	0	0	0	873
9529	Solyc06g050600.2.1	0	0	0	750
9530	Solyc06g050620.2.1	0	0	0	2244
9531	Solyc06g050630.2.1	0	0	0	819
9532	Solyc06g050710.2.1	0	0	0	222
9533	Solyc06g050720.2.1	0	0	0	993
9534	Solyc06g050730.2.1	0	0	0	531
9535	Solyc06g050770.2.1	0	0	0	870
9536	Solyc06g050790.2.1	0	0	0	1308
9537	Solyc06g050800.2.1	0	0	0	1317
9538	Solyc06g050830.1.1	0	0	0	270
9539	Solyc06g050840.2.1	1	0	1	480
9540	Solyc06g050880.2.1	0	0	0	1251
9541	Solyc06g050890.1.1	0	0	0	156
9542	Solyc06g050900.2.1	0	0	0	1746
9543	Solyc06g050910.1.1	0	0	0	195
9544	Solyc06g050930.2.1	0	0	0	2181
9545	Solyc06g050970.1.1	0	0	0	3327
9546	Solyc06g050980.2.1	0	0	0	756
9547	Solyc06g050990.2.1	0	0	0	1398
9548	Solyc06g051010.1.1	0	0	0	1773
9549	Solyc06g051020.2.1	0	0	0	1503
9550	Solyc06g051030.2.1	0	0	0	1956
9551	Solyc06g051040.2.1	0	0	0	1767
9552	Solyc06g051080.2.1	0	0	0	2604
9553	Solyc06g051120.2.1	0	0	0	771
9554	Solyc06g051130.1.1	1	0	1	1305
9555	Solyc06g051140.2.1	0	0	0	711
9556	Solyc06g051160.2.1	0	0	0	408
9557	Solyc06g051170.2.1	0	0	0	1728
9558	Solyc06g051200.2.1	0	0	0	843
9559	Solyc06g051210.2.1	0	0	0	2082
9560	Solyc06g051230.2.1	0	0	0	1008
9561	Solyc06g051260.2.1	0	0	0	678
9562	Solyc06g051270.2.1	0	0	0	1086
9563	Solyc06g051300.2.1	0	0	0	453
9564	Solyc06g051310.2.1	0	0	0	5106
9565	Solyc06g051320.2.1	0	0	0	1320
9566	Solyc06g051360.2.1	0	0	0	1143
9567	Solyc06g051370.1.1	0	0	0	444
9568	Solyc06g051380.1.1	0	0	0	1068
9569	Solyc06g051390.2.1	0	0	0	2250
9570	Solyc06g051400.2.1	0	0	0	1308
9571	Solyc06g051410.2.1	0	0	0	828
9572	Solyc06g051420.2.1	0	0	0	738
9573	Solyc06g051430.2.1	0	0	0	1296
9574	Solyc06g051440.2.1	0	0	0	498
9575	Solyc06g051450.1.1	0	0	0	201
9576	Solyc06g051460.2.1	0	0	0	3030
9577	Solyc06g051490.1.1	0	0	0	204
9578	Solyc06g051500.2.1	0	0	0	405
9579	Solyc06g051510.2.1	0	0	0	1560
9580	Solyc06g051520.2.1	0	0	0	921
9581	Solyc06g051540.2.1	0	0	0	1755
9582	Solyc06g051570.2.1	0	0	0	2601
9583	Solyc06g051620.2.1	0	0	0	1698
9584	Solyc06g051630.2.1	0	0	0	1782
9585	Solyc06g051650.2.1	0	0	0	678
9586	Solyc06g051660.1.1	0	0	0	366
9587	Solyc06g051720.2.1	0	0	0	771
9588	Solyc06g051730.2.1	0	0	0	1617
9589	Solyc06g051740.1.1	0	0	0	192
9590	Solyc06g051750.2.1	0	0	0	1464
9591	Solyc06g051760.2.1	0	0	0	1923
9592	Solyc06g051780.2.1	0	1	1	723
9593	Solyc06g051790.2.1	0	0	0	672
9594	Solyc06g051810.2.1	0	0	0	1917
9595	Solyc06g051900.2.1	0	0	0	1665
9596	Solyc06g051920.2.1	0	0	0	1920
9597	Solyc06g051930.2.1	0	0	0	2271
9598	Solyc06g051960.2.1	0	0	0	1788
9599	Solyc06g051970.2.1	0	0	0	645
9600	Solyc06g051980.2.1	0	0	0	948
9601	Solyc06g051990.2.1	0	0	0	1404
9602	Solyc06g052030.2.1	0	0	0	2352
9603	Solyc06g052060.2.1	0	0	0	123
9604	Solyc06g052070.2.1	0	0	0	2106
9605	Solyc06g052080.2.1	0	0	0	624
9606	Solyc06g053140.2.1	0	0	0	696
9607	Solyc06g053160.2.1	0	0	0	1179
9608	Solyc06g053170.2.1	0	0	0	120
9609	Solyc06g053180.2.1	0	0	0	258
9610	Solyc06g053190.2.1	0	0	0	1662
9611	Solyc06g053200.2.1	0	0	0	783
9612	Solyc06g053210.2.1	0	0	0	567
9613	Solyc06g053220.2.1	0	0	0	678
9614	Solyc06g053230.2.1	0	0	0	1161
9615	Solyc06g053300.2.1	0	0	0	1122
9616	Solyc06g053310.2.1	0	0	0	990
9617	Solyc06g053320.2.1	0	0	0	2649
9618	Solyc06g053330.2.1	0	0	0	1866
9619	Solyc06g053340.2.1	0	0	0	1332
9620	Solyc06g053350.2.1	0	0	0	1305
9621	Solyc06g053360.2.1	0	0	0	918
9622	Solyc06g053370.1.1	0	0	0	816
9623	Solyc06g053400.2.1	0	0	0	1839
